Alabama,Autauga,01,AL,C,001
Alabama,Baldwin,01,AL,C,003
Alabama,Barbour,01,AL,C,005
Alabama,Bibb,01,AL,C,007
Alabama,Blount,01,AL,C,009
Alabama,Bullock,01,AL,C,011
Alabama,Butler,01,AL,C,013
Alabama,Calhoun,01,AL,C,015
Alabama,Chambers,01,AL,C,017
Alabama,Cherokee,01,AL,C,019
Alabama,Chilton,01,AL,C,021
Alabama,Choctaw,01,AL,C,023
Alabama,Clarke,01,AL,C,025
Alabama,Clay,01,AL,C,027
Alabama,Cleburne,01,AL,C,029
Alabama,Coffee,01,AL,C,031
Alabama,Colbert,01,AL,C,033
Alabama,Conecuh,01,AL,C,035
Alabama,Coosa,01,AL,C,037
Alabama,Covington,01,AL,C,039
Alabama,Crenshaw,01,AL,C,041
Alabama,Cullman,01,AL,C,043
Alabama,Dale,01,AL,C,045
Alabama,Dallas,01,AL,C,047
Alabama,De Kalb,01,AL,C,049
Alabama,Elmore,01,AL,C,051
Alabama,Escambia,01,AL,C,053
Alabama,Etowah,01,AL,C,055
Alabama,Fayette,01,AL,C,057
Alabama,Franklin,01,AL,C,059
Alabama,Geneva,01,AL,C,061
Alabama,Greene,01,AL,C,063
Alabama,Hale,01,AL,C,065
Alabama,Henry,01,AL,C,067
Alabama,Houston,01,AL,C,069
Alabama,Jackson,01,AL,C,071
Alabama,Jefferson,01,AL,C,073
Alabama,Lamar,01,AL,C,075
Alabama,Lauderdale,01,AL,C,077
Alabama,Lawrence,01,AL,C,079
Alabama,Lee,01,AL,C,081
Alabama,Limestone,01,AL,C,083
Alabama,Lowndes,01,AL,C,085
Alabama,Macon,01,AL,C,087
Alabama,Madison,01,AL,C,089
Alabama,Marengo,01,AL,C,091
Alabama,Marion,01,AL,C,093
Alabama,Marshall,01,AL,C,095
Alabama,Mobile,01,AL,C,097
Alabama,Monroe,01,AL,C,099
Alabama,Montgomery,01,AL,C,101
Alabama,Morgan,01,AL,C,103
Alabama,Perry,01,AL,C,105
Alabama,Pickens,01,AL,C,107
Alabama,Pike,01,AL,C,109
Alabama,Randolph,01,AL,C,111
Alabama,Russell,01,AL,C,113
Alabama,St Clair,01,AL,C,115
Alabama,Shelby,01,AL,C,117
Alabama,Sumter,01,AL,C,119
Alabama,Talladega,01,AL,C,121
Alabama,Tallapoosa,01,AL,C,123
Alabama,Tuscaloosa,01,AL,C,125
Alabama,Walker,01,AL,C,127
Alabama,Washington,01,AL,C,129
Alabama,Wilcox,01,AL,C,131
Alabama,Winston,01,AL,C,133
Alaska,Aleutians East,02,AK,C,013
Alaska,Aleutians West,02,AK,C,016
Alaska,Anchorage,02,AK,C,020
Alaska,Bethel,02,AK,C,050
Alaska,Bristol Bay,02,AK,C,060
Alaska,Denali,02,AK,C,068
Alaska,Dillingham,02,AK,C,070
Alaska,Fairbanks North Star,02,AK,C,090
Alaska,Haines,02,AK,C,100
Alaska,Juneau,02,AK,C,110
Alaska,Kenai Peninsula,02,AK,C,122
Alaska,Ketchikan Gateway,02,AK,C,130
Alaska,Kodiak Island,02,AK,C,150
Alaska,Lake and Peninsula,02,AK,C,164
Alaska,Matanuska Susitna,02,AK,C,170
Alaska,Nome,02,AK,C,180
Alaska,North Slope,02,AK,C,185
Alaska,Northwest Arctic,02,AK,C,188
Alaska,Prince Wales Ketchikan,02,AK,C,201
Alaska,Sitka,02,AK,C,220
Alaska,Skagway Hoonah Angoon,02,AK,C,232
Alaska,Southeast Fairbanks,02,AK,C,240
Alaska,Valdez Cordova,02,AK,C,261
Alaska,Wade Hampton,02,AK,C,270
Alaska,Wrangell Petersburg,02,AK,C,280
Alaska,Yakutat,02,AK,C,282
Alaska,Yukon Koyukuk,02,AK,C,290
Arizona,Apache,04,AZ,C,001
Arizona,Cochise,04,AZ,C,003
Arizona,Coconino,04,AZ,C,005
Arizona,Gila,04,AZ,C,007
Arizona,Graham,04,AZ,C,009
Arizona,Greenlee,04,AZ,C,011
Arizona,La Paz,04,AZ,C,012
Arizona,Maricopa,04,AZ,C,013
Arizona,Mohave,04,AZ,C,015
Arizona,Navajo,04,AZ,C,017
Arizona,Pima,04,AZ,C,019
Arizona,Pinal,04,AZ,C,021
Arizona,Santa Cruz,04,AZ,C,023
Arizona,Yavapai,04,AZ,C,025
Arizona,Yuma,04,AZ,C,027
Arkansas,Arkansas,05,AR,C,001
Arkansas,Ashley,05,AR,C,003
Arkansas,Baxter,05,AR,C,005
Arkansas,Benton,05,AR,C,007
Arkansas,Boone,05,AR,C,009
Arkansas,Bradley,05,AR,C,011
Arkansas,Calhoun,05,AR,C,013
Arkansas,Carroll,05,AR,C,015
Arkansas,Chicot,05,AR,C,017
Arkansas,Clark,05,AR,C,019
Arkansas,Clay,05,AR,C,021
Arkansas,Cleburne,05,AR,C,023
Arkansas,Cleveland,05,AR,C,025
Arkansas,Columbia,05,AR,C,027
Arkansas,Conway,05,AR,C,029
Arkansas,Craighead,05,AR,C,031
Arkansas,Crawford,05,AR,C,033
Arkansas,Crittenden,05,AR,C,035
Arkansas,Cross,05,AR,C,037
Arkansas,Dallas,05,AR,C,039
Arkansas,Desha,05,AR,C,041
Arkansas,Drew,05,AR,C,043
Arkansas,Faulkner,05,AR,C,045
Arkansas,Franklin,05,AR,C,047
Arkansas,Fulton,05,AR,C,049
Arkansas,Garland,05,AR,C,051
Arkansas,Grant,05,AR,C,053
Arkansas,Greene,05,AR,C,055
Arkansas,Hempstead,05,AR,C,057
Arkansas,Hot Spring,05,AR,C,059
Arkansas,Howard,05,AR,C,061
Arkansas,Independence,05,AR,C,063
Arkansas,Izard,05,AR,C,065
Arkansas,Jackson,05,AR,C,067
Arkansas,Jefferson,05,AR,C,069
Arkansas,Johnson,05,AR,C,071
Arkansas,Lafayette,05,AR,C,073
Arkansas,Lawrence,05,AR,C,075
Arkansas,Lee,05,AR,C,077
Arkansas,Lincoln,05,AR,C,079
Arkansas,Little River,05,AR,C,081
Arkansas,Logan,05,AR,C,083
Arkansas,Lonoke,05,AR,C,085
Arkansas,Madison,05,AR,C,087
Arkansas,Marion,05,AR,C,089
Arkansas,Miller,05,AR,C,091
Arkansas,Mississippi,05,AR,C,093
Arkansas,Monroe,05,AR,C,095
Arkansas,Nevada,05,AR,C,099
Arkansas,Newton,05,AR,C,101
Arkansas,Ouachita,05,AR,C,103
Arkansas,Perry,05,AR,C,105
Arkansas,Phillips,05,AR,C,107
Arkansas,Pike,05,AR,C,109
Arkansas,Poinsett,05,AR,C,111
Arkansas,Polk,05,AR,C,113
Arkansas,Pope,05,AR,C,115
Arkansas,Prairie,05,AR,C,117
Arkansas,Pulaski,05,AR,C,119
Arkansas,Randolph,05,AR,C,121
Arkansas,St Francis,05,AR,C,123
Arkansas,Saline,05,AR,C,125
Arkansas,Scott,05,AR,C,127
Arkansas,Searcy,05,AR,C,129
Arkansas,Sebastian,05,AR,C,131
Arkansas,Sevier,05,AR,C,133
Arkansas,Sharp,05,AR,C,135
Arkansas,Stone,05,AR,C,137
Arkansas,Union,05,AR,C,139
Arkansas,Van Buren,05,AR,C,141
Arkansas,Washington,05,AR,C,143
Arkansas,White,05,AR,C,145
Arkansas,Woodruff,05,AR,C,147
Arkansas,Yell,05,AR,C,149
California,Alameda,06,CA,C,001
California,Alpine,06,CA,C,003
California,Amador,06,CA,C,005
California,Butte,06,CA,C,007
California,Calaveras,06,CA,C,009
California,Colusa,06,CA,C,011
California,Contra Costa,06,CA,C,013
California,Del Norte,06,CA,C,015
California,El Dorado,06,CA,C,017
California,Fresno,06,CA,C,019
California,Glenn,06,CA,C,021
California,Humboldt,06,CA,C,023
California,Imperial,06,CA,C,025
California,Inyo,06,CA,C,027
California,Kern,06,CA,C,029
California,Kings,06,CA,C,031
California,Lake,06,CA,C,033
California,Lassen,06,CA,C,035
California,Los Angeles,06,CA,C,037
California,Madera,06,CA,C,039
California,Marin,06,CA,C,041
California,Mariposa,06,CA,C,043
California,Mendocino,06,CA,C,045
California,Merced,06,CA,C,047
California,Modoc,06,CA,C,049
California,Mono,06,CA,C,051
California,Monterey,06,CA,C,053
California,Napa,06,CA,C,055
California,Nevada,06,CA,C,057
California,Orange,06,CA,C,059
California,Placer,06,CA,C,061
California,Plumas,06,CA,C,063
